assembly,Family,Strain,lane_id,Designation,Designation.source,O,H,ST131.clade,count
37273_4_18_clean_Escherichia_coli-SC4_ST10_contigs,B02479,SC4_ST10,37273_4_18,Untypeable,Both,Oneg,H4,,1
25013_1_16_clean_Escherichia_coli-SC32_ST80_contigs,B02486,SC32_ST80,25013_1_16,KL8A1_K1,>5000bp,O17,H18,,1
25013_1_16_clean_Escherichia_coli-SC64_ST394_contigs,B02486,SC64_ST394,25013_1_16,KL31_K74,>5000bp,O17,H18,,1
37273_4_26_clean_Escherichia_coli-SC4_ST10_contigs,B02492,SC4_ST10,37273_4_26,KL6_K5,>5000bp,O16,H4,,1
25076_4_3_clean_Escherichia_coli-SC4_ST10_contigs,B02493,SC4_ST10,25076_4_3,Untypeable,Both,Oneg,Hneg,,1
25076_4_4_clean_Escherichia_coli-SC105_ST636_contigs,B02511,SC105_ST636,25076_4_4,KL71,>5000bp,O6,H1,,1
25076_4_4_clean_Escherichia_coli-SC3_ST73_contigs,B02511,SC3_ST73,25076_4_4,KL6_K5,>5000bp,O6,H1,,1
25013_2_23_clean_Escherichia_coli-SC12_ST410_contigs,B02528,SC12_ST410,25013_2_23,Untypeable,Both,O78,H9,,1
25013_4_22_clean_Escherichia_coli-SC22_ST398_contigs,B02528,SC22_ST398,25013_4_22,Untypeable,Both,O19,H4/H55,,1
37273_4_24_clean_Escherichia_coli-SC4_ST10_contigs,B02537,SC4_ST10,37273_4_24,Untypeable,Both,O16,H4,,1
23164_6_18_clean_Escherichia_coli-SC2_ST131_contigs,B02540,SC2_ST131,23164_6_18,KL2_K100,>5000bp,O16,H5,A,1
24469_2_19_clean_Escherichia_coli-SC17_ST58_contigs,B02542,SC17_ST58,24469_2_19,Untypeable,Both,O8,H14,,1
24469_2_19_clean_Escherichia_coli-SC48_ST136_contigs,B02542,SC48_ST136,24469_2_19,Untypeable,Both,O8,H14,,1
24469_2_19_clean_Escherichia_coli-SC65_ST399_contigs,B02542,SC65_ST399,24469_2_19,Untypeable,Both,O8,H14,,1
25013_2_6_clean_Escherichia_coli-SC44_ST200_contigs,B02561,SC44_ST200,25013_2_6,Untypeable,Both,O51,Hneg,,1
25076_6_7_clean_Escherichia_coli-SC14_ST405_contigs,B02562,SC14_ST405,25076_6_7,KL7,>5000bp,O102,H6,,1
37273_4_31_clean_Escherichia_coli-SC11_ST127_contigs,B02589,SC11_ST127,37273_4_31,KL137_K14-like,>5000bp,O2,H1,,1
37273_4_31_clean_Escherichia_coli-SC3_ST73_contigs,B02589,SC3_ST73,37273_4_31,KL10_K7,>5000bp,O2,H1,,1
37273_4_32_clean_Escherichia_coli-SC5_ST95_contigs,B02592,SC5_ST95,37273_4_32,KL8A1_K1,>5000bp,O45,H7,,1
25013_1_14_clean_Escherichia_coli-SC20_ST59_contigs,B02607,SC20_ST59,25013_1_14,KL8A1_K1,>5000bp,O1,H7,,1
25076_6_10_clean_Escherichia_coli-SC40_ST28_contigs,B02607,SC40_ST28,25076_6_10,Untypeable,Both,O108-like/O108var1,H6,,1
25013_1_14_clean_Escherichia_coli-SC6_ST69_contigs,B02607,SC6_ST69,25013_1_14,KL6_K5,>5000bp,O1,H7,,1
25013_4_23_clean_Escherichia_coli-SC112_ST355_contigs,B02613,SC112_ST355,25013_4_23,KL72,>5000bp,Onovel27,H5,,1
25076_6_8_clean_Escherichia_coli-SC5_ST95_contigs,B02613,SC5_ST95,25076_6_8,KL8A1_K1,<5000bp,O1,Hneg,,1
25076_6_8_clean_Escherichia_coli-SC6_ST69_contigs,B02613,SC6_ST69,25076_6_8,KL99,>5000bp,O1,Hneg,,1
25076_6_8_clean_Escherichia_coli-SC8_ST1193_contigs,B02613,SC8_ST1193,25076_6_8,KL6_K5,>5000bp,O1,Hneg,,1
25013_2_5_clean_Escherichia_coli-SC28_ST101_contigs,B02618,SC28_ST101,25013_2_5,Untypeable,Both,O117,H4,,1
25013_2_5_clean_Escherichia_coli-SC33_ST357_contigs,B02618,SC33_ST357,25013_2_5,KL8A1_K1,>5000bp,O117,H4,,1
25076_6_20_clean_Escherichia_coli-SC60_ST420_contigs,B02639,SC60_ST420,25076_6_20,KL8A1_K1,>5000bp,O134/O40-like,H31,,1
25076_6_20_clean_Escherichia_coli-SC65_ST399_contigs,B02639,SC65_ST399,25076_6_20,Untypeable,Both,O134/O40-like,H31,,1
37081_4_5_clean_Escherichia_coli-SC8_ST1193_contigs,B02640,SC8_ST1193,37081_4_5,KL6_K5,>5000bp,O75,H5,,1
25076_2_14_clean_Escherichia_coli-SC108_ST1236_contigs,B02657,SC108_ST1236,25076_2_14,KL17,>5000bp,O62/O68,H5,,1
25013_1_18_clean_Escherichia_coli-SC32_ST80_contigs,B02657,SC32_ST80,25013_1_18,KL8A1_K1,>5000bp,O2/O6,H1,,1
25013_1_18_clean_Escherichia_coli-SC3_ST73_contigs,B02657,SC3_ST73,25013_1_18,KL3_K2ab,>5000bp,O2/O6,H1,,1
25076_7_6_clean_Escherichia_coli-SC24_ST443_contigs,B02669,SC24_ST443,25076_7_6,Untypeable,Both,Oneg,H7,,1
25076_6_15_clean_Escherichia_coli-SC70_ST607_contigs,B02685,SC70_ST607,25076_6_15,Untypeable,Both,O32,H12,,1
25013_1_12_clean_Escherichia_coli-SC24_ST443_contigs,B02693,SC24_ST443,25013_1_12,Untypeable,Both,O8,Hneg,,1
25013_1_12_clean_Escherichia_coli-SC25_ST517_contigs,B02693,SC25_ST517,25013_1_12,Untypeable,Both,O8,Hneg,,1
25013_1_12_clean_Escherichia_coli-SC4_ST10_contigs,B02693,SC4_ST10,25013_1_12,Untypeable,Both,O8,Hneg,,1
25013_2_2_clean_Escherichia_coli-SC6_ST69_contigs,B02693,SC6_ST69,25013_2_2,KL7,>5000bp,O17,H18,,1
25076_2_4_clean_Escherichia_coli-SC3_ST73_contigs,B02698,SC3_ST73,25076_2_4,KL3_K2ab,>5000bp,O6,H1,,1
37273_8_18_clean_Escherichia_coli-SC32_ST80_contigs,B02703,SC32_ST80,37273_8_18,KL8A1_K1,>5000bp,O75,H7,,1
25076_7_2_clean_Escherichia_coli-SC8_ST1193_contigs,B02708,SC8_ST1193,25076_7_2,KL6_K5,>5000bp,O75,H5,,1
25013_1_6_clean_Escherichia_coli-SC162_ST108_contigs,B02712,SC162_ST108,25013_1_6,KL86_K12,>5000bp,O129,H15,,1
25013_1_6_clean_Escherichia_coli-SC3_ST73_contigs,B02712,SC3_ST73,25013_1_6,KL21_K13-K23,>5000bp,O129,H15,,1
37081_4_15_clean_Escherichia_coli-SC77_ST409_contigs,B02717,SC77_ST409,37081_4_15,Untypeable,Both,O75,H38/H55,,1
25076_6_19_clean_Escherichia_coli-SC9_ST12_contigs,B02722,SC9_ST12,25076_6_19,Untypeable,Both,O4,H5,,1
23584_4_16_clean_Escherichia_coli-SC128_ST1324_contigs,B02724,SC128_ST1324,23584_4_16,Untypeable,Both,O128,H20,,1
37081_4_18_clean_Escherichia_coli-SC4_ST10_contigs,B02738,SC4_ST10,37081_4_18,KL82_K1-K92-like,<5000bp,O12,H4,,1
25076_7_13_clean_Escherichia_coli-SC281_ST1670_contigs,B02739,SC281_ST1670,25076_7_13,KL23,>5000bp,O23,H45,,1
25076_2_10_clean_Escherichia_coli-SC77_ST409_contigs,B02739,SC77_ST409,25076_2_10,Untypeable,Both,O75,H38/H55,,1
25076_7_8_clean_Escherichia_coli-SC4_ST10_contigs,B02741,SC4_ST10,25076_7_8,Untypeable,Both,Oneg,Hneg,,1
25076_2_8_clean_Escherichia_coli-SC70_ST607_contigs,B02741,SC70_ST607,25076_2_8,Untypeable,Both,Oneg,Hneg,,1
37273_7_18_clean_Escherichia_coli-SC14_ST405_contigs,B02749,SC14_ST405,37273_7_18,KL107_K4-like,>5000bp,O102,H6,,1
25076_2_20_clean_Escherichia_coli-SC33_ST357_contigs,B02779,SC33_ST357,25076_2_20,KL8A1_K1,>5000bp,O129,H4,,1
25076_7_11_clean_Escherichia_coli-SC76_ST722_contigs,B02779,SC76_ST722,25076_7_11,Untypeable,Both,O145,Hneg,,1
25076_6_23_clean_Escherichia_coli-SC18_ST141_contigs,B02780,SC18_ST141,25076_6_23,KL8A1_K1,>5000bp,O2/O95,H6,,1
25076_7_12_clean_Escherichia_coli-SC84_ST491_contigs,B02813,SC84_ST491,25076_7_12,Untypeable,Both,O131,H45,,1
25076_6_17_clean_Escherichia_coli-SC65_ST399_contigs,B02817,SC65_ST399,25076_6_17,Untypeable,Both,O27,H5,,1
25076_6_17_clean_Escherichia_coli-SC8_ST1193_contigs,B02817,SC8_ST1193,25076_6_17,KL31_K74,>5000bp,O27,H5,,1
25076_2_17_clean_Escherichia_coli-SC2_ST131_contigs,B02821,SC2_ST131,25076_2_17,KL137_K14-like,>5000bp,O25,H4,B,1
25076_7_9_clean_Escherichia_coli-SC65_ST399_contigs,B02821,SC65_ST399,25076_7_9,Untypeable,Both,O155,Hneg,,1
37273_8_22_clean_Escherichia_coli-SC30_ST372_contigs,B02830,SC30_ST372,37273_8_22,Untypeable,Both,O117,H28,,1
25013_2_12_clean_Escherichia_coli-SC147_ST2178_contigs,B02832,SC147_ST2178,25013_2_12,Untypeable,Both,O129/O166,H4,,1
25013_2_12_clean_Escherichia_coli-SC54_ST538_contigs,B02832,SC54_ST538,25013_2_12,KL8A2_K92,>5000bp,O129/O166,H4,,1
25013_2_12_clean_Escherichia_coli-SC99_ST1727_contigs,B02832,SC99_ST1727,25013_2_12,Untypeable,Both,O129/O166,H4,,1
25076_7_7_clean_Escherichia_coli-SC32_ST80_contigs,B02834,SC32_ST80,25076_7_7,KL8A1_K1,>5000bp,O75,H7,,1
37273_5_13_clean_Escherichia_coli-SC15_ST648_contigs,B02839,SC15_ST648,37273_5_13,KL7,>5000bp,O1,H6,,1
25013_2_8_clean_Escherichia_coli-SC2_ST131_contigs,B02842,SC2_ST131,25013_2_8,KL2_K100,>5000bp,O16,H5,A,1
25076_7_14_clean_Escherichia_coli-SC8_ST1193_contigs,B02842,SC8_ST1193,25076_7_14,KL6_K5,>5000bp,O75,H5,,1
37081_6_18_clean_Escherichia_coli-SC42_ST678_contigs,B02880,SC42_ST678,37081_6_18,Untypeable,Both,Oneg,H2,,1
37081_6_18_clean_Escherichia_coli-SC87_ST937_contigs,B02880,SC87_ST937,37081_6_18,Untypeable,Both,Oneg,H2,,1
37081_6_18_clean_Escherichia_coli-SC99_ST1727_contigs,B02880,SC99_ST1727,37081_6_18,Untypeable,Both,Oneg,H2,,1
37273_8_24_clean_Escherichia_coli-SC2_ST131_contigs,B02905,SC2_ST131,37273_8_24,KL6_K5,>5000bp,O25,H4,B,1
25076_2_24_clean_Escherichia_coli-SC11_ST127_contigs,B02909,SC11_ST127,25076_2_24,KL137_K14-like,>5000bp,O6/O9,H31,,1
37273_5_20_clean_Escherichia_coli-SC32_ST80_contigs,B02926,SC32_ST80,37273_5_20,KL8A1_K1,>5000bp,O75,H7,,1
25076_7_22_clean_Escherichia_coli-SC65_ST399_contigs,B02932,SC65_ST399,25076_7_22,Untypeable,Both,O25,H12,,1
25076_7_19_clean_Escherichia_coli-SC2_ST131_contigs,B02935,SC2_ST131,25076_7_19,KL6_K5,<5000bp,Oneg,H4,B,1
25076_3_3_clean_Escherichia_coli-SC4_ST10_contigs,B02935,SC4_ST10,25076_3_3,Untypeable,Both,O29,H10,,1
25076_7_17_clean_Escherichia_coli-SC3_ST73_contigs,B02939,SC3_ST73,25076_7_17,KL21_K13-K23,>5000bp,O6,H1,,1
37273_5_26_clean_Escherichia_coli-SC6_ST69_contigs,B02971,SC6_ST69,37273_5_26,KL189_K52-like,>5000bp,O153-like,H2,,1
37081_5_3_clean_Escherichia_coli-SC2_ST131_contigs,B02974,SC2_ST131,37081_5_3,KL6_K5,>5000bp,Oneg,Hneg,B,1
37273_8_26_clean_Escherichia_coli-SC64_ST394_contigs,B02975,SC64_ST394,37273_8_26,KL31_K74,>5000bp,O17,H18,,1
37081_5_21_clean_Escherichia_coli-SC40_ST28_contigs,B03005,SC40_ST28,37081_5_21,Untypeable,Both,O108-like/O108var1,H6,,1
37081_5_14_clean_Escherichia_coli-SC5_ST95_contigs,B03027,SC5_ST95,37081_5_14,KL8A1_K1,>5000bp,O18,H7,,1
37273_8_30_clean_Escherichia_coli-SC79_ST978_contigs,B03046,SC79_ST978,37273_8_30,KL23,>5000bp,O83,H27,,1
37273_8_29_clean_Escherichia_coli-SC6_ST69_contigs,B03048,SC6_ST69,37273_8_29,KL4_K93,>5000bp,O17,H18,,1
37273_8_28_clean_Escherichia_coli-SC32_ST80_contigs,B03052,SC32_ST80,37273_8_28,KL8A1_K1,>5000bp,O75,H7,,1
37081_6_3_clean_Escherichia_coli-SC6_ST69_contigs,B03060,SC6_ST69,37081_6_3,KL6_K5,>5000bp,O17,H18,,1
37081_8_5_clean_Escherichia_coli-SC65_ST399_contigs,B03083,SC65_ST399,37081_8_5,Untypeable,Both,O129,H30,,1
37082_7_8_clean_Escherichia_coli-SC58_ST2773_contigs,B03090,SC58_ST2773,37082_7_8,Untypeable,Both,O182,H7,,1
37081_6_5_clean_Escherichia_coli-SC46_ST746_contigs,B03099,SC46_ST746,37081_6_5,KL60,>5000bp,O117,Hneg,,1
37081_6_5_clean_Escherichia_coli-SC4_ST10_contigs,B03099,SC4_ST10,37081_6_5,Untypeable,Both,O117,Hneg,,1
37081_6_10_clean_Escherichia_coli-SC65_ST399_contigs,B03102,SC65_ST399,37081_6_10,Untypeable,Both,O25,H12,,1
37082_7_3_clean_Escherichia_coli-SC20_ST59_contigs,B03113,SC20_ST59,37082_7_3,KL8A1_K1,>5000bp,O1,H7,,1
37081_6_22_clean_Escherichia_coli-SC5_ST95_contigs,B03121,SC5_ST95,37081_6_22,KL8A1_K1,>5000bp,O1,H7,,1
37081_6_20_clean_Escherichia_coli-SC32_ST80_contigs,B03122,SC32_ST80,37081_6_20,KL8A1_K1,>5000bp,O75,H7,,1
37082_7_5_clean_Escherichia_coli-SC45_ST297_contigs,B03132,SC45_ST297,37082_7_5,Untypeable,Both,O85,H8,,1
37081_6_11_clean_Escherichia_coli-SC8_ST1193_contigs,B03137,SC8_ST1193,37081_6_11,KL6_K5,>5000bp,O75,H5,,1
37082_7_9_clean_Escherichia_coli-SC163_ST1567_contigs,B03165,SC163_ST1567,37082_7_9,KL7,>5000bp,O11,H4,,1
37082_7_9_clean_Escherichia_coli-SC22_ST398_contigs,B03165,SC22_ST398,37082_7_9,KL7,>5000bp,O11,H4,,1
37082_7_9_clean_Escherichia_coli-SC4_ST10_contigs,B03165,SC4_ST10,37082_7_9,Untypeable,Both,O11,H4,,1
37082_7_9_clean_Escherichia_coli-SC90_ST685_contigs,B03165,SC90_ST685,37082_7_9,KL7,>5000bp,O11,H4,,1
37081_6_28_clean_Escherichia_coli-SC22_ST398_contigs,B03172,SC22_ST398,37081_6_28,Untypeable,Both,O125,H30,,1
37081_6_28_clean_Escherichia_coli-SC65_ST399_contigs,B03172,SC65_ST399,37081_6_28,KL160_K19,>5000bp,O125,H30,,1
37081_6_24_clean_Escherichia_coli-SC5_ST95_contigs,B03188,SC5_ST95,37081_6_24,KL8A1_K1,>5000bp,O45,H7,,1
37082_5_5_clean_Escherichia_coli-SC11_ST127_contigs,B03211,SC11_ST127,37082_5_5,KL137_K14-like,>5000bp,O6,H31,,1
37081_8_8_clean_Escherichia_coli-SC4_ST10_contigs,B03236,SC4_ST10,37081_8_8,Untypeable,Both,Oneg,H10,,1
37082_5_20_clean_Escherichia_coli-SC30_ST372_contigs,B03239,SC30_ST372,37082_5_20,Untypeable,Both,Oneg,H31,,1
37082_5_9_clean_Escherichia_coli-SC56_ST501_contigs,B03241,SC56_ST501,37082_5_9,KL183,>5000bp,O17,H1,,1
37082_5_24_clean_Escherichia_coli-SC145_ST1170_contigs,B03249,SC145_ST1170,37082_5_24,KL42,>5000bp,Onovel3,H4,,1
37081_7_3_clean_Escherichia_coli-SC3_ST73_contigs,B03275,SC3_ST73,37081_7_3,KL137_K14-like,>5000bp,O25,H9,,1
37081_7_3_clean_Escherichia_coli-SC65_ST399_contigs,B03275,SC65_ST399,37081_7_3,Untypeable,Both,O25,H9,,1
37082_5_25_clean_Escherichia_coli-SC8_ST1193_contigs,B03276,SC8_ST1193,37082_5_25,KL6_K5,>5000bp,O18,H5,,1
37082_7_16_clean_Escherichia_coli-SC60_ST420_contigs,B03320,SC60_ST420,37082_7_16,KL8A1_K1,>5000bp,O134,H31,,1
37082_6_16_clean_Escherichia_coli-SC4_ST10_contigs,B03334,SC4_ST10,37082_6_16,Untypeable,Both,Onovel32,H37,,1
37082_7_18_clean_Escherichia_coli-SC22_ST398_contigs,B03339,SC22_ST398,37082_7_18,KL160_K19,>5000bp,O3,H4/H44,,1
37081_7_12_clean_Escherichia_coli-SC21_ST393_contigs,B03342,SC21_ST393,37081_7_12,KL189_K52-like,>5000bp,O15,H12,,1
37081_7_12_clean_Escherichia_coli-SC4_ST10_contigs,B03342,SC4_ST10,37081_7_12,Untypeable,Both,O15,H12,,1
37081_7_20_clean_Escherichia_coli-SC27_ST328_contigs,B03356,SC27_ST328,37081_7_20,Untypeable,Both,O160,H35,,1
37082_7_28_clean_Escherichia_coli-SC3_ST73_contigs,B03387,SC3_ST73,37082_7_28,KL21_K13-K23,<5000bp,Oneg,H1,,1
37082_7_25_clean_Escherichia_coli-SC20_ST59_contigs,B03390,SC20_ST59,37082_7_25,KL8A1_K1,>5000bp,O1,H7,,1
37082_7_25_clean_Escherichia_coli-SC44_ST200_contigs,B03390,SC44_ST200,37082_7_25,Untypeable,Both,O1,H7,,1
37081_7_31_clean_Escherichia_coli-SC22_ST398_contigs,B03426,SC22_ST398,37081_7_31,Untypeable,Both,O1,H7,,1
37081_7_31_clean_Escherichia_coli-SC43_ST206_contigs,B03426,SC43_ST206,37081_7_31,Untypeable,Both,O1,H7,,1
37081_7_31_clean_Escherichia_coli-SC4_ST10_contigs,B03426,SC4_ST10,37081_7_31,Untypeable,Both,O1,H7,,1
37081_7_31_clean_Escherichia_coli-SC5_ST95_contigs,B03426,SC5_ST95,37081_7_31,KL8A1_K1,>5000bp,O1,H7,,1
37081_7_31_clean_Escherichia_coli-SC80_ST7077_contigs,B03426,SC80_ST7077,37081_7_31,Untypeable,Both,O1,H7,,1
37081_7_30_clean_Escherichia_coli-SC4_ST10_contigs,B03442,SC4_ST10,37081_7_30,Untypeable,Both,Oneg,H40,,1
37082_6_9_clean_Escherichia_coli-SC6_ST69_contigs,B03457,SC6_ST69,37082_6_9,KL36_K54-K96,>5000bp,O17,H18,,1
37082_7_32_clean_Escherichia_coli-SC9_ST12_contigs,B03467,SC9_ST12,37082_7_32,Untypeable,Both,O4,H5,,1
37081_8_23_clean_Escherichia_coli-SC30_ST372_contigs,B03482,SC30_ST372,37081_8_23,Untypeable,Both,O2,H31,,1
37081_8_29_clean_Escherichia_coli-SC183_ST6426_contigs,B03484,SC183_ST6426,37081_8_29,Untypeable,Both,O8/O160,H42,,1
37081_8_29_clean_Escherichia_coli-SC193_ST967_contigs,B03484,SC193_ST967,37081_8_29,KL46_K7-like,>5000bp,O8/O160,H42,,1
37081_8_13_clean_Escherichia_coli-SC61_ST91_contigs,B03485,SC61_ST91,37081_8_13,KL29_K4,>5000bp,O39,H4,,1
37081_8_20_clean_Escherichia_coli-SC3_ST73_contigs,B03486,SC3_ST73,37081_8_20,KL10_K7,>5000bp,O2,H1,,1
37081_8_17_clean_Escherichia_coli-SC162_ST108_contigs,B03496,SC162_ST108,37081_8_17,KL86_K12,>5000bp,O129,H15,,1
37082_8_3_clean_Escherichia_coli-SC60_ST420_contigs,B03519,SC60_ST420,37082_8_3,KL8A1_K1,>5000bp,O134,H31,,1
37082_6_3_clean_Escherichia_coli-SC4_ST10_contigs,B03520,SC4_ST10,37082_6_3,Untypeable,Both,O162,H10,,1
37082_6_3_clean_Escherichia_coli-SC9_ST12_contigs,B03520,SC9_ST12,37082_6_3,KL26_K3,>5000bp,O162,H10,,1
37082_6_5_clean_Escherichia_coli-SC91_ST345_contigs,B03521,SC91_ST345,37082_6_5,Untypeable,Both,O8,H21,,1
37081_8_26_clean_Escherichia_coli-SC6_ST69_contigs,B03543,SC6_ST69,37081_8_26,Untypeable,Both,O15,H18,,1
37082_6_14_clean_Escherichia_coli-SC3_ST73_contigs,B03565,SC3_ST73,37082_6_14,KL6_K5,>5000bp,O6,H1,,1
37082_6_20_clean_Escherichia_coli-SC11_ST127_contigs,B03572,SC11_ST127,37082_6_20,KL137_K14-like,>5000bp,O6,H31,,1
37082_6_18_clean_Escherichia_coli-SC229_ST401_contigs,B03586,SC229_ST401,37082_6_18,Untypeable,Both,O7,H21/H35,,1
37082_8_9_clean_Escherichia_coli-SC3_ST73_contigs,B03596,SC3_ST73,37082_8_9,KL6_K5,>5000bp,O6,H1,,1
37082_6_24_clean_Escherichia_coli-SC60_ST420_contigs,B03599,SC60_ST420,37082_6_24,KL8A1_K1,>5000bp,O134,H31,,1
37082_6_24_clean_Escherichia_coli-SC66_ST135_contigs,B03599,SC66_ST135,37082_6_24,KL70,>5000bp,O134,H31,,1
37273_6_1_clean_Escherichia_coli-SC2_ST131_contigs,B03608,SC2_ST131,37273_6_1,KL91_K5-like,>5000bp,O16,H5,A,1
37273_6_13_clean_Escherichia_coli-SC6_ST69_contigs,B03619,SC6_ST69,37273_6_13,KL36_K54-K96,>5000bp,O17,H18,,1
37082_8_13_clean_Escherichia_coli-SC40_ST28_contigs,B03625,SC40_ST28,37082_8_13,Untypeable,Both,O137,H6,,1
37273_6_11_clean_Escherichia_coli-SC18_ST141_contigs,B03633,SC18_ST141,37273_6_11,KL8A1_K1,>5000bp,O2,H6,,1
37273_6_14_clean_Escherichia_coli-SC21_ST393_contigs,B03640,SC21_ST393,37273_6_14,Untypeable,Both,O17,H18,,1
37273_6_14_clean_Escherichia_coli-SC66_ST135_contigs,B03640,SC66_ST135,37273_6_14,KL35,>5000bp,O17,H18,,1
37273_6_14_clean_Escherichia_coli-SC6_ST69_contigs,B03640,SC6_ST69,37273_6_14,Untypeable,Both,O17,H18,,1
37273_6_3_clean_Escherichia_coli-SC83_ST1819_contigs,B03661,SC83_ST1819,37273_6_3,KL173,>5000bp,O166,H28,,1
37273_6_2_clean_Escherichia_coli-SC3_ST73_contigs,B03664,SC3_ST73,37273_6_2,KL6_K5,>5000bp,O25,H1,,1
37273_6_27_clean_Escherichia_coli-SC29_ST144_contigs,B03678,SC29_ST144,37273_6_27,KL8A1_K1,>5000bp,O16,H6,,1
37035_4_18_clean_Escherichia_coli-SC33_ST357_contigs,B03697,SC33_ST357,37035_4_18,KL8A1_K1,>5000bp,O129,H4,,1
37035_3_1_clean_Escherichia_coli-SC33_ST357_contigs,B03698,SC33_ST357,37035_3_1,KL8A1_K1,>5000bp,O129,H4,,1
37273_6_24_clean_Escherichia_coli-SC61_ST91_contigs,B03704,SC61_ST91,37273_6_24,KL29_K4,>5000bp,O25,H12,,1
37273_6_24_clean_Escherichia_coli-SC65_ST399_contigs,B03704,SC65_ST399,37273_6_24,Untypeable,Both,O25,H12,,1
37035_3_3_clean_Escherichia_coli-SC61_ST91_contigs,B03709,SC61_ST91,37035_3_3,KL29_K4,>5000bp,O39,H4,,1
37273_6_29_clean_Escherichia_coli-SC17_ST58_contigs,B03716,SC17_ST58,37273_6_29,Untypeable,Both,O117,H4,,1
37035_3_10_clean_Escherichia_coli-SC105_ST636_contigs,B03717,SC105_ST636,37035_3_10,KL5,>5000bp,O83,H7,,1
37035_3_8_clean_Escherichia_coli-SC69_ST349_contigs,B03732,SC69_ST349,37035_3_8,KL22,>5000bp,O166,H15,,1
37035_3_14_clean_Escherichia_coli-SC10_ST17_contigs,B03738,SC10_ST17,37035_3_14,Untypeable,Both,O45,H2,,1
37082_8_20_clean_Escherichia_coli-SC43_ST206_contigs,B03739,SC43_ST206,37082_8_20,Untypeable,Both,O51,H26,,1
37082_8_20_clean_Escherichia_coli-SC4_ST10_contigs,B03739,SC4_ST10,37082_8_20,Untypeable,Both,O51,H26,,1
37082_8_20_clean_Escherichia_coli-SC80_ST7077_contigs,B03739,SC80_ST7077,37082_8_20,Untypeable,Both,O51,H26,,1
37082_8_20_clean_Escherichia_coli-SC89_ST542_contigs,B03739,SC89_ST542,37082_8_20,Untypeable,Both,O51,H26,,1
37035_3_6_clean_Escherichia_coli-SC5_ST95_contigs,B03741,SC5_ST95,37035_3_6,KL8A1_K1,>5000bp,O18,H7,,1
37035_3_9_clean_Escherichia_coli-SC66_ST135_contigs,B03747,SC66_ST135,37035_3_9,KL80_K13-K20-K23-like,>5000bp,O83,H1,,1
37035_3_15_clean_Escherichia_coli-SC46_ST746_contigs,B03761,SC46_ST746,37035_3_15,KL15_K10,<5000bp,O25,H16,,1
37035_3_15_clean_Escherichia_coli-SC4_ST10_contigs,B03761,SC4_ST10,37035_3_15,KL27_K98,>5000bp,O25,H16,,1
37035_3_19_clean_Escherichia_coli-SC11_ST127_contigs,B03764,SC11_ST127,37035_3_19,KL137_K14-like,>5000bp,O6,H31,,1
37035_3_23_clean_Escherichia_coli-SC20_ST59_contigs,B03766,SC20_ST59,37035_3_23,KL99,>5000bp,O1,H7,,1
37035_3_23_clean_Escherichia_coli-SC5_ST95_contigs,B03766,SC5_ST95,37035_3_23,KL8A1_K1,>5000bp,O1,H7,,1
37035_3_21_clean_Escherichia_coli-SC9_ST12_contigs,B03767,SC9_ST12,37035_3_21,KL86_K12,>5000bp,O4,H1,,1
37035_4_14_clean_Escherichia_coli-SC6_ST69_contigs,B03777,SC6_ST69,37035_4_14,KL189_K52-like,>5000bp,O11,H4,,1
37035_4_2_clean_Escherichia_coli-SC6_ST69_contigs,B03782,SC6_ST69,37035_4_2,KL26_K3,>5000bp,O15,H6,,1
37035_4_11_clean_Escherichia_coli-SC33_ST357_contigs,B03786,SC33_ST357,37035_4_11,KL8A1_K1,>5000bp,O129,H4,,1
37035_3_25_clean_Escherichia_coli-SC30_ST372_contigs,B03793,SC30_ST372,37035_3_25,Untypeable,Both,O25,H31,,1
37035_3_28_clean_Escherichia_coli-SC77_ST409_contigs,B03798,SC77_ST409,37035_3_28,Untypeable,Both,O75,H38/H55,,1
37035_4_9_clean_Escherichia_coli-SC25_ST517_contigs,B03809,SC25_ST517,37035_4_9,Untypeable,Both,O17,H18,,1
37035_4_9_clean_Escherichia_coli-SC3_ST73_contigs,B03809,SC3_ST73,37035_4_9,KL177_K5-like,>5000bp,O17,H18,,1
37035_4_9_clean_Escherichia_coli-SC6_ST69_contigs,B03809,SC6_ST69,37035_4_9,KL36_K54-K96,>5000bp,O17,H18,,1
37035_4_3_clean_Escherichia_coli-SC6_ST69_contigs,B03829,SC6_ST69,37035_4_3,KL10_K7,>5000bp,O45,Hneg,,1
37082_8_25_clean_Escherichia_coli-SC18_ST141_contigs,B03830,SC18_ST141,37082_8_25,KL8A1_K1,>5000bp,O2,H6,,1
37082_8_26_clean_Escherichia_coli-SC5_ST95_contigs,B03831,SC5_ST95,37082_8_26,KL8A1_K1,>5000bp,O1,H7,,1
37035_4_12_clean_Escherichia_coli-SC9_ST12_contigs,B03832,SC9_ST12,37035_4_12,KL87_K12-like,>5000bp,O4,H5,,1
37082_8_27_clean_Escherichia_coli-SC5_ST95_contigs,B03833,SC5_ST95,37082_8_27,KL8A1_K1,>5000bp,O18,H7,,1
37035_4_23_clean_Escherichia_coli-SC20_ST59_contigs,B03843,SC20_ST59,37035_4_23,KL8A1_K1,>5000bp,O1,H7,,1
37035_3_30_clean_Escherichia_coli-SC2_ST131_contigs,B03844,SC2_ST131,37035_3_30,KL6_K5,>5000bp,O25,H4,C1,1
